Externe Nr;Kurzname;X-Koordinate;Y-Koordinate;Z-Koordinate;Langname;Übersetzung
104164;UQOR;11,302700043;51,405751544;;Oberröblgen LGr;
104184;UQP;12,008056641;50,610341943;;Pausa SN/TH;
104182;UQPR;11,395483017;50,518096255;;Probstzella LGr;
104183;UQPW;12,009258270;50,610723213;;Pöllwitz TH/SN;
104167;UQSK;11,670548916;51,103030153;;Saaleck 6305;
106848;UQTL;11,457152367;51,144248151;;Teutleben TH/ST;
162891;UQU;11,201924086;50,691825964;;Quittelsdorf;
285205;WBUH;12,712708200;54,268258810;;Buchenhorst;
102194;EMRW;6,871520950;51,439500130;;Mülheim West;
102236;EMRY;6,852483117;51,449024070;;Mh-Styrum;
911355;EMRYA;;;;Mh-Styrum West;
81950;EMSD;8,279081379;51,349575610;;Meschede;
101360;EMSI;7,173454089;51,667846700;;Marl-Sinsen;
85118;EMSN;8,679828670;51,393123220;;Messinghausen;
913617;EMSR;7,526700812;51,946027200;;Münster-Roxel;
910168;EMSTG;7,634611823;51,948088320;;Münster (W) Gbf;
97683;EMSTP;;;;Münster (W) Pbf;
211516;EMTE;7,254179655;52,162494970;;Metelen Land;
195461;EMUD;7,951672691;50,827458480;;Mudersbach;
342105;EMUW;7,633185860;51,924709080;;Unterwerk/Münst;
211391;EMV;7,098157763;51,839262020;;Maria-Veen;
83840;EMZH;7,633830572;51,108100940;;Meinerzhagen;
211474;ENBE;7,562312678;52,022061870;;Münster-Häger;
910170;ENBMG;;;;Neubeckum Gbf;
910169;ENBMP;;;;Neubeckum Pbf;
82883;ENCH;7,633758361;51,342848720;;Nachrodt;
82446;ENDI;8,096723516;50,853782080;;Niederdielfen;
196436;ENDN;7,965395666;50,839057430;;Niederschelden;
82511;ENDO;7,970711142;50,844205390;;Niederschelden N;
196428;ENDV;7,788516049;50,786296200;;Niederhövels;
211920;ENHF;7,638248915;51,984846230;;Nevinghof/M Z N;
82016;ENHH;7,970022282;51,437983170;;Neheim-Hüsten;
115873;ENID;8,136226402;50,721217650;;Niederdresselndf;
81620;ENIR;7,134301336;51,372234730;;Velb-Nierenhof;
271908;WHEG;12,340411600;53,149642660;;Heiligengrabe;
882050;SMSW;7,536633929;49,803958180;;Martinstein West;
253526;SMT;6,598309928;49,495441220;;Mettlach;
312801;SMUE;7,887812680;49,550516650;;Münchweiler(Als);
253492;SMZG;6,634169563;49,436431020;;Merzig (Saar);
283572;WCW;14,208254400;53,213453620;;Casekow;
274621;WCZ;11,644912740;53,572490590;;Crivitz;
272047;WD;;;;Dessow (Mark);
270884;WDF;12,146415710;54,062309709;;Dalwitzhof;
911726;WDF N;12,146501541;54,068983789;;Dalwitzhof Nordk;
284521;WDH;14,059127220;53,600226660;;Drögeheide;
281345;WDM;13,053627830;53,901303090;;Demmin;
273227;WDN;11,750149300;53,084156540;;Dergenthin;
271239;WDO;11,906878400;54,099463340;;Bad Doberan;
272385;WDOW;12,521233640;53,121084070;;Dossow (Prign);
280347;WDRE;13,101196289;53,280149200;;Drewin;
274654;WDS;11,765899750;53,485368440;;Domsühl;
274316;WDT;11,678886440;53,402036370;;Dütschow;
284265;WDU;13,796684410;53,765105280;;Ducherow;
280297;WDWE;13,180845680;53,079903350;;Dannenwalde;
282277;WE;13,797129220;52,834048360;;Eberswalde Hbf;
284455;WEGS;14,073049700;53,681837820;;Eggesin;
281477;WELM;13,074031520;54,210158630;;Elmenhorst;
270991;WEV;12,068569810;54,123552230;;Rost-Evershagen;
280313;WF;13,139323560;53,186785260;;Fürstenberg(H);
843060;WFAG;;;;Falkenhgn DB-Gr;
282434;WFBG;13,959846350;52,808108740;;Falkenberg (M);
272377;WFD;12,540640860;53,068752150;;Fretzdorf;
284232;WFDF;13,881835860;53,660045680;;Ferdinandshof;
282541;WFL;13,703063560;53,029811670;;Friedrichswalde;
273052;WFRK;12,587594060;52,760633840;;Friesack (Mark);
274647;WFRR;11,739134900;53,524776230;;Friedrichsruhe;
913419;WFRW;11,748676300;53,759646876;;Friedrichswalde;
282467;WFW;14,035519830;52,790078070;;Bad Freienw (O);
270231;WG;12,172508630;53,800690350;;Güstrow;
913300;WG  G;12,163944100;53,805298460;;Güstrow Gbf;
273680;WGA;11,121571320;53,703981410;;Gadebusch;
273656;WGB;11,251464380;53,653073690;;Groß Brütz;
270066;WGBN;11,068674070;53,851280080;;Grieben (Meckl);
270660;WGE;12,304752140;54,198718310;;Gelbensande;
273136;WGF;12,083870170;52,903498550;;Glöwen;
281402;WGI;13,033955920;54,109715970;;Grimmen;
107907;EHAG;7,178876840;51,405712920;;Hattingn R DB-Gr;
214874;EHAL;8,358372627;52,057055420;;Halle (Westf);
229013;NAG;9,634933180;50,237468200;;Altengronau;
226100;NAH;9,143841693;49,980623050;;Aschaffenbg Hbf;
910006;NAH A;;;;Aschaff Hbf Ausf;
911562;NAH E;;;;Aschaff Hbf Einf;
141366;RMO;9,143576985;49,352366230;;Mosbach (Baden);
113159;RMOE;8,730817350;49,597012570;;Mörlenbach;
722058;RMOW;9,133934171;49,346647150;;Mosbach West;
107551;RMR A;;;;Mhm Maimarkt Bft;
909032;RMR D;;;;Mannh Rbf Gr D;
911825;RMR E;;;;Mannh Rbf Gr E;
911826;RMR G;;;;Mannh Rbf Gr G;
140137;RMR K;;;;Mannh Rbf Gr K;
911827;RMR M;;;;Mannh Rbf Gr M;
911125;RMR N;;;;Mannh Rbf Gr N;
913325;RMR W;;;;Ma Rbf Westeinf;
144675;RMRG;8,018801733;47,553432030;;Murg (Baden);
142406;RMS;8,323815185;48,889551000;;Malsch;
140160;RMSE;8,538088328;49,451408850;;Mannh-Seckenheim;
107300;RMSM;8,515914595;49,459971970;;Mhm Maimarkt Hp;
108594;RMSU;8,315951725;48,887526600;;Malsch Süd;
142414;RMU;8,274554247;48,876846280;;Muggensturm;
108598;RMU B;8,286743116;48,879992750;;Muggensturm Bad;
384354;RMUG;8,033920864;47,553897360;;Murg Gbf;
107157;RMUH;;;;Hinkelpfad;
140038;RMW;8,482822387;49,525621240;;Mannheim-Waldhof;
909030;RMW G;;;;Mannh.Waldh. Gbf;
145649;RMZ;8,499707180;49,206983720;;Molzau;
194043;RN;8,140356327;49,349601280;;Neustadt (W) Hbf;
909029;RN  A;;;;Neust.(W)Rgd Gra;
911828;RN  O;;;;Neust(W) Ülp Ost;
141242;RNA;9,074677116;49,397889820;;Neckargerach;
141499;RNB;9,163752774;49,378387410;;Neckarburken;
144154;RNBG;7,562872483;47,811475540;;Neuenburg/Baden;
109349;RNBGG;;;;Neuenburg Gbf;
146597;RNBO;8,157663759;49,353816530;;Neust(W)-Böbig;
646141;RNBU;8,238129759;48,992124730;;Neuburg (Rhein);
107086;RND;8,157017739;49,341255500;;Neustadt Süd;
141309;RNEZ;9,138086302;49,316186870;;Neckarzimmern;
373423;RNFL;8,045247780;49,386205510;;Neidenfels Hp;
315044;RNFS;8,028023920;49,397232490;;Neidenfels Üst;
141184;RNH;8,879559879;49,416803690;;Neckarhsn/Nstein;
508002;RNHF;8,942259028;49,307081790;;Neckarbisch Nord;
144857;RNHN;8,612868603;47,682288150;;Neuhausen Bad Bf;
143420;RNID;8,022666286;48,139470030;;Niederwinden;
144832;RNK;8,494793875;47,689160000;;Neunkirch;
140640;RNL;8,530156388;49,291960170;;Neulußheim;
141143;RNM;8,788398816;49,393748050;;Neckargemünd;
722066;RNMA;8,803144119;49,392480730;;Neckargem Altst;
450536;RNN;;;;Nenzingen;
144071;RNO;7,726139333;47,939153520;;Norsingen;
143172;RNS;7,886713163;48,416131100;;Niederschopfheim;
143842;RNSS;8,210973964;47,910272110;;Neustadt/Schwarz;
508093;RNST;8,890167201;49,320338940;;Neidenstein;
141168;RNT;8,841354287;49,404904230;;Neckarsteinach;
145045;RNW;8,222836000;48,169880770;;Niederwasser;
141267;RNZ;9,112828789;49,348741530;;Mosb-Neckarelz;
143099;RO;7,946762852;48,476493910;;Offenburg;
909027;RO  N;;;;Offenbg nördl Es;
911270;RO  S;;;;Offenbg südl Es;
142984;ROB;8,077268096;48,528997570;;Oberkirch;
144147;ROBH;8,507212950;49,261602410;;Oberhausen;
143065;ROBK;8,089312683;48,524897670;;Ob-Koehlersiedlg;
143438;ROD;8,044616986;48,152362690;;Oberwinden;
373787;ROEN;8,035830310;48,616158550;;Önsbach;
140624;ROFH;8,579199427;49,373654050;;Oftersheim;
909005;ROG A;;;;Offenburg Gbf A;
909009;ROG E;;;;Offenburg Gbf E;
142372;ROH;8,240210229;48,888188230;;Ötigheim;
698548;BMZD;14,366601130;51,768791170;;Cs-Merzdorf S-N;
863035;BMZG;;;;Merzdorf DB-Gr;
35287;BNAU;12,885583180;52,612716670;;Nauen;
33217;BNDL;13,652360200;52,301999650;;Niederlehme;
397646;BNDM;13,149604797;52,537225814;;Bln Nennh Damm;
43620;BNE;13,479496330;52,139654560;;Neuhof(b Zossen);
86348;BNES;13,066735268;52,345853223;;Nesselgrund;
40626;BNH;14,413006200;51,686870810;;Neuhausen b Cs;
190173;KKOM;7,567994521;50,354472550;;Ko Mosel Gbf;
151951;KKOS;6,072048424;50,827302090;;Kohlscheid;
911591;KKOU;7,569619540;50,386925360;;Unterwerk;
155820;KKOW;7,193372845;50,678799750;;Königswinter;
156463;KKP;6,941399989;50,968563510;;K Geldernstr/Pa;
157446;KKPO;6,983322350;50,941542450;;Posthof;
150359;KKR;6,570240819;51,325226990;;Krefeld Hbf;
250795;KKRF;7,338696447;50,390647260;;Kruft;
636985;KKRK;6,605313390;51,330445210;;Kriba;
141382;KKRL;6,629498975;51,336801020;;Krefeld-Linn;
150441;KKRO;6,611442829;51,329799900;;Krefeld-Oppum;
150508;KKRU;6,650789938;51,361861840;;Kr-Uerdingen;
154468;KKRW;6,796041986;50,613047130;;Kreuzweingarten;
155663;KKRX;6,645941323;51,357504280;;Kr-Uerdingen  Hp;
250217;KKRZ;6,978527191;50,506439240;;Kreuzberg (Ahr);
154690;KKS;6,938300827;50,926898340;;Köln Süd;
909610;KKSA;6,939134690;50,928579200;;Köln Süd Abzw;
513531;KKSE;;;;Kaarster See;
150029;KKSH;7,001964612;50,990021130;;K-Stammheim;
106951;KKSM;7,590100746;50,358136530;;Ko-Stadtmitte;
157461;KKTR;6,996730004;50,935903820;;Trimbornstr;
154518;KKUH;6,833660794;50,655479890;;Eusk-Kuchenheim;
156471;KKV;6,893463257;51,014811510;;Volkhovener Weg;
154682;KKW;6,933869073;50,943646900;;Köln West;
909996;KKW F;;;;Köln West Wf;
142869;KKW S;;;;Köln West Ws;
153114;KKWO;6,851783066;51,052333310;;Köln-Worringen;
853184;KKWW;6,814930742;50,940872220;;K-Weiden West;
150235;KKZO;6,994913770;50,945952150;;Zoobrücke  Wende;
81182;KLA;6,940967756;51,098658080;;Langenfeld (Rhl);
156505;KLAB;6,923734530;51,117535080;;Lf-Berghausen;
153346;KLAW;6,354716355;50,817647870;;Langerwehe;
505057;KLBY;;;;L Chemiepark NE;
151878;KLD;6,208725167;50,997160210;;Lindern;
107583;KLDG;6,200761990;50,997229800;;Lindern DB Gr;
81844;KLEL;7,005310016;51,107418900;;Leichlingen;
194878;KLET;7,392057002;50,447668130;;Leutesdorf (Rh);
194845;KLEU;7,285778321;50,547628200;;Leubsdorf(Rhein);
194829;KLI;7,276012278;50,569329850;;Linz (Rhein);
87007;KLID;7,038688330;51,218351020;;Linden;
81265;KLIH;7,304066410;51,299292340;;Linderhausen;
250340;KLIS;6,615327574;50,318284220;;Lissendorf;
273367;WBZ;10,754108290;53,378112510;;Boizenburg(Elbe);
281246;WCA;13,299749470;53,438969540;;Cammin (Meckl);
85050;HSCD;9,046415409;51,524740820;;Scherfede;
130401;HSCG;10,890419700;52,869029140;;Schnega;
130849;HSCH;10,573894620;51,582390470;;Bad Sachsa;
134486;HSCI;9,153110081;51,922367780;;Schieder;
133496;HSCL;10,550076860;52,022158390;;Schladen (Harz);
517029;HSCN;;;;Scheuen;
138735;HSD;10,459782290;52,153141750;;Sz-Drütte;
133322;HSDF;9,620351775;51,881027040;;Stadtoldendorf;
130427;HSDK;10,761417350;52,874193220;;Soltendieck;
132340;HSDL;10,685311310;52,267243410;;Schandelah;
134965;HSEN;9,962670179;52,318541900;;Sehnde;
910299;HSF;10,682886410;52,418560270;;Sülfeld;
216218;HSFD;8,198115018;52,592812990;;Steinfeld (Oldb);
281253;WBSG;13,303119730;53,499544070;;Burg Stargard;
282244;WBT;13,674245880;52,755023120;;Biesenthal;
271049;WBTF;12,263130000;54,078897650;;Broderstorf;
295741;TWI;9,392196549;48,879544060;;Winnenden;
294769;TWIB;8,742941062;48,625284810;;Wildberg (Württ);
852178;TWID;9,422202999;49,149764250;;Wieslensdorf;
295238;TWIN;9,481106582;48,798380180;;Winterb b Schorn;
297598;TWIT;9,846284905;49,618346550;;Wittighausen;
295899;TWK;9,754470570;49,065079150;;Wilhelmsglück;
295063;TWL;8,572797596;48,953737420;;Wilferdgn-Singen;
296574;TWLB;9,357850146;49,142667370;;Willsbach;
719997;TWLH;8,775998441;48,024900560;;Weilheim;
297358;TWM;9,905905662;49,478357460;;Weikersheim;
337568;TWMH;9,494920210;49,787360960;;Werthm Mainhafen;
295154;TWN;9,300314737;48,826500070;;Waiblingen;
292029;TWO;9,808800653;47,824148750;;Wolfegg;
296541;TWR;9,287331777;49,147893750;;Weinsberg;
852160;TWRW;9,274006745;49,151258350;;Weinsberg West;
290999;TWS;9,943576140;48,524953410;;Westerstetten;
855056;TWSH;9,949418265;48,519873930;;Westerstetten Hp;
291542;TWSN;9,594435111;47,766000840;;Weißenau;
297739;TWT;9,513197730;49,761861420;;Wertheim;
297747;TWTB;9,499971414;49,786186510;;Werth-Bestenh;
272104;WGIH;;;;Gildenhall;
103945;EEIB;7,109691317;51,441816040;;Essen-Eiberg;
105080;EEIN;7,454866720;51,394497560;;Strw 2811/2823;
83238;EEK;8,255148187;50,990854860;;Erndtebrück;
101519;EEKA;7,034983290;51,507242850;;E-Katernberg N A;
101576;EEKB;7,047293056;51,493719570;;E Zollverein N;
835272;EEKH;7,080404390;51,396252270;;Hespertalbahn;
101667;EEKN;7,080676625;51,469486910;;E-Kray Nord;
101337;EEKP;6,994660720;51,523817710;;Essen-Karnap;
101832;EEKS;7,074633757;51,458021220;;E-Kray Süd;
102277;EEKU;7,080386650;51,390695440;;E-Kupferdreh;
637504;EEKW;8,226113750;50,978272090;;Erndtebr Eisenw2;
101956;EEKZ;7,064977090;51,455723900;;E-Kray Süd Abzw;
134874;EELB;8,741269295;51,981278160;;Ehlenbruch;
102889;EEM;6,255623871;51,834265010;;Emmerich;
102855;EEMP;6,417101206;51,798162380;;Empel-Rees;
211847;EEMS;7,718004720;52,015332110;;Ems;
81349;EENP;7,343590545;51,304708320;;Ennepetal;
101907;EENW;6,980159155;51,454411830;;Essen West;
211268;EEPE;7,030070765;52,183471640;;Epe (Westf);
203364;MUG;11,364068560;48,128857170;;Germering-Upfhfn;
22681;MUGH;10,271126180;48,014735880;;Ungerhausen;
202887;MUGR;11,042739990;47,481182110;;Untergrainau;
202481;MUH;11,612351360;48,064674730;;Unterhaching;
20487;MUHN;11,100287870;48,716780330;;Unterhausen/Bay;
142992;RLBA;8,116065948;48,519477710;;Lautenb (Baden);
142604;RLBD;;;;Langenbrand-Berm;
345041;RLBM;;;;L BASF Pbf Mitte;
320895;RLBN;;;;Ludwig BASF Nord;
144691;RLBO;8,073684597;47,566127810;;Laufenbg(Bad)Ost;
194050;RLBP;8,074400654;49,373247420;;Lambrecht(Pfalz);
190801;RLBS;;;;Ludwigsh BASF S.;
911722;RLBST;;;;Ludwig BASF Südt;
113084;RLCH;8,644623299;49,611643870;;Laudenb(Bergstr);
113324;RLD;8,602120743;49,473482790;;Ladenburg;
190967;RLF;8,349524715;49,252799240;;Lingenfeld;
113183;RLFB;8,764598980;49,638775590;;Lörzenb-Fahrenb;
144683;RLFG;8,058329083;47,563487720;;Laufenbg (Baden);
143941;RLGN;8,341943433;47,883551240;;Löffingen;
142877;RLH;8,508911270;49,201062950;;Lußhardt;
190884;RLI;8,390619775;49,424057190;;Limburgerhof;
690263;RLIA;8,397903680;49,433169670;;Limburghof Abzw;
141226;RLID;9,006528057;49,416841870;;Lindach;
190777;RLO;8,381624172;49,493280610;;Ludwigs.Oggersh.;
143032;RLOE;8,172072512;48,435209270;;Löcherberg;
142091;RLOS;8,453060353;48,418334280;;Loßburg-Rodt;
144410;RLR;7,665240090;47,613793900;;Lörrach Hbf;
910737;RLR G;;;;Lörrach Gbf;
692202;RLRD;7,655237874;47,597706810;;Lörr Dammstraße;
692210;RLRS;7,661227918;47,607804650;;Lö Museum/Burgh;
838466;RLRW;7,672661718;47,624580530;;Lörr-Schwarzwald;
147074;RLS;7,778405560;47,968039090;;Leutersberg;
193847;RLSH;8,283313650;49,511823190;;Lambsheim;
632109;RLSM;8,452260508;49,478864410;;Ludwigsh Mitte;
144402;RLST;7,659159503;47,601431580;;Lörrach-Stetten;
143198;RLSW;7,835294888;48,340558480;;Lahr (Schwarzw);
142901;RLT;7,913834046;48,558507200;;Legelshurst;
145979;RLU;9,053209035;47,815589700;;Ludwigshf/Bodens;
113308;RLUE;8,649219662;49,527018920;;Lützelsachsen;
190868;RLUM;8,421078332;49,461557460;;Lu-Mundenheim;
190876;RLUR;8,409486012;49,447464760;;Lu-Rheingönheim;
194282;RLW;8,106512499;49,195858690;;Landau(Pfalz) W;
140087;RM;8,469405203;49,479305580;;Mannheim Hbf;
910062;RM  O;;;;Mannheim Hbf Ost;
140517;RMA;8,534988558;49,424043770;;Mannheim-Rheinau;
146258;RMAD;9,388628434;47,716724730;;Markdorf (Baden);
646133;RMAI;8,279607459;49,034999300;;Max Im Rüsten;
194738;RMAL;8,299002217;49,037121590;;Max Eisenbahnstr;
637975;ROKS;7,955181270;48,459752030;;Off Schulzentrum;
143016;ROP;8,160071020;48,471977690;;Oppenau;
627919;HLEA;9,693747320;52,411571900;;Han-Ledebg Abzw;
210724;HLED;7,305941415;52,397627090;;Leschede;
210914;HLEE;7,465394180;53,231397720;;Leer/Ostfriesl;
909021;HLEEA;;;;Leer Süd;
909023;HLEEP;;;;Leer Gbf;
117721;HLEG;9,690723011;52,408437670;;Han-Ledeburg;
111997;FAST;8,944140747;50,283326070;;Altenstadt/Hess;
113449;FAT;8,891483306;49,923608290;;Altheim (Hess);
107380;FATC;9,434162675;51,362857670;;Ahnatal-Casselbr;
58560;FATF;9,849768907;50,450896770;;Altenfeld (Rhön);
114462;FAUM;8,249309725;50,400353900;;Aumenau;
628917;FAVI;8,693897000;51,029529740;;Viessmann 2;
53843;FAZ;8,859588187;50,845630000;;Anzefahr;
107024;FAZG;8,106975360;49,742895210;;Alzey DB-Grenze;
55756;FAZS;8,118843247;49,737986600;;Alzey Süd;
56069;FB;9,797787666;50,969400295;;Bebra;
908983;FB  A;;;;Bebra Pbf/Rbf Ül;
908984;FB  B;;;;Bebra Rbf Berg;
911550;FB  O;9,795588255;50,950992413;;Bebra Ost;
102491;FB  R;;;;Bebra Rbf;
911606;FB  S;;;;Bebra Berg Gl132;
113464;FBA;8,957335981;49,957827970;;Babenhausen;
196105;FBAD;7,968066098;50,346942780;;Balduinstein;
195560;FBAN;7,838807640;50,467816680;;Bannberschd-St;
113043;FBAU;8,613134320;49,702249650;;Bensheim-Auerb;
113845;FBB;8,788487989;50,302135640;;Bruchenbrücken;
53116;FBBH;8,745182691;51,022922990;;Birkenbringhsn;
112482;FBBM;8,474000075;49,781938970;;Biebesheim;
190355;FBCH;7,769489667;50,056337620;;Bacharach;
112284;FBDG;9,102717259;50,288935920;;Büdingen (Oberh);
112276;FBDH;9,066511999;50,297518800;;Büches-Düdelshm;
192294;FBDR;7,945706370;49,933886780;;Büdesh-Dromersh;
196261;FBDW;7,895893706;50,624677920;;Büdingen (Ww);
54080;FBEF;9,553076821;51,083053770;;Malsf-Beiseförth;
113860;FBEI;8,820907775;50,358935550;;Beienheim;
195446;FBEZ;8,006158733;50,539991330;;Berzhahn;
114306;FBFS;8,366935884;50,539812290;;Leun/Braunfels;
190447;FBGG;7,950982641;49,967063460;;Bingen-Gaulsheim;
113753;FBGH;8,676866493;50,257791640;;Burgholzhausen;
190397;FBGK;7,884128092;49,968783020;;Bingen (Rh) Hbf;
910304;FBGKV;;;;Bingen (Rh) Vbf;
190413;FBGN;7,903016896;49,969771230;;Bingen(Rh) Stadt;
897686;FBGO;7,946450510;49,968501510;;Bingen (Rh) Ost;
897694;FBGU;7,950588110;49,959136860;;Bingen (Rh) Uwk;
113068;FBH;8,616507626;49,681397690;;Bensheim;
56481;FBHF;9,716690649;50,869891800;;Bad Hersfeld;
111898;FBHM;8,843537491;50,215172630;;Sch-Büdesheim;
112987;FBI;8,603421831;49,759616540;;Bickenbach;
913384;FBI N;;;;Bickenbach Nord;
53280;FBIK;8,529877786;50,909255370;;Biedenkopf;
624056;FBIZ;8,518630870;50,914784710;;Biedk Schulzentr;
111856;FBK;8,919264007;50,186230880;;Bruchköbel;
112516;FBL;8,450329580;49,688885470;;Biblis;
56515;FBLA;9,778057693;50,935396000;;Bebra-Blankenhm;
112268;FBLH;9,051850611;50,320133890;;Bleichenb (Obh);
111781;FBMR;8,805414659;50,140965180;;Maintal West;
114025;FBNA;8,749076866;50,367907880;;Bad Nauheim;
56101;FBNG;9,047400342;50,690686790;;Burg-u Nd Gemünd;
53249;FBNU;8,601506146;50,870473840;;Buchenau (Lahn);
113951;FBO;8,975167379;50,429407240;;Borsdorf (Hess);
190587;FBOD;8,311214184;49,930525250;;Bodenheim;
342857;FBOF;9,630105680;51,400462100;;Bonaforth;
53769;FBOK;9,276708021;51,050645340;;Borken (Hess);
56242;FBOS;9,993372215;50,945892460;;Wild-Bosserode;
53850;FBRG;8,817071546;50,853756450;;Bürgeln;
399402;FBRM;8,373189190;50,073766330;;Breckenheim;
80028;KLK;6,988391940;51,045019910;;Lev-Küppersteg;
81190;KLKH;6,988050439;51,045796950;;Lev-Küpperst Hp;
346320;KLKS;6,990740190;51,038630020;;Lev-Küpperst Üst;
81885;KLM;7,026203604;51,032499770;;Lev Morsbroich;
805150;KLMH;6,991480085;51,031452560;;Lev Mitte Hp;
81893;KLMI;6,991754558;51,031479580;;Leverkusen Mitte;
667402;KLO;6,834582534;50,942915030;;Köln-Lövenich Hp;
157081;KLOC;6,622939320;51,323749420;;Lohbruch;
153247;KLOV;6,835245492;50,943093660;;Köln-Lövenich;
84814;KLRH;6,963508692;51,064257630;;Lev-Rheindorf;
81877;KLS;7,015144410;51,031877120;;Lev-Schlebusch;
151654;KM;6,445749944;51,196714650;;M'gladbach Hbf;
909081;KM  G;;;;M'gladb Gbf;
911452;MH.D;;;;München Hbf - Depot;
720011;TWUM;8,778005789;48,001533670;;Wurmlingen Mitte;
720045;TWUN;8,775301376;48,008599250;;Wurmlingen Nord;
627562;TWVH;9,801602976;48,129897700;;Warthausen    Hp;
292078;TWW;9,830588771;47,689217930;;Wangen (Allgäu);
295543;TWX;10,183489500;48,881486190;;Westhausen;
295386;TWY;9,637622958;48,789098700;;Waldhsn b Schorn;
297580;TZI;9,790345363;49,595214350;;Zimmern  /Grünsf;
296079;TZO;8,941766800;48,334052420;;Zollern;
296434;TZU;9,329265797;49,291662700;;Züttlingen;
615864;TZWE;;;;Zwerchweg;
161737;UA;10,948121150;50,842050490;;Arnstadt Hbf;
161638;UACH;10,543994560;50,700757290;;Altersbach;
161539;UAE;10,416597070;50,719691660;;Auehütte;
722405;UAMM;10,458136190;51,233295440;;Ammern;
160176;UAP;11,526217580;51,030955300;;Apolda;
165431;UAR;9,968467333;51,375067060;;Arenshausen;
161844;UASD;10,955069150;50,831503860;;Arnstadt Süd;
164772;UAT;11,310402300;51,362898150;;Artern;
106887;UATG;11,304964620;51,359003540;;Artern DB-Gr;
161414;UBA;10,444416210;50,468772020;;Bibra;
165746;UBAS;10,707558650;51,040561670;;Ballstädt Kr Go;
160309;UBB;11,281471620;50,895987870;;Bad Berka;
616383;UBBZ;11,280101200;50,900437030;;Bad Berka Zeugh;
165183;UBD;10,609122410;51,453319660;;Bleicherode Ost;
165266;UBE;10,480080390;51,405464360;;Bernterode;
165019;UBEN;11,122774510;51,464070960;;Bennungen;
162958;UBET;11,168920020;50,659583500;;Bechstedt-Tripp;
165357;UBEU;10,279043600;51,377128560;;Beuren;
145805;RMAR;9,002433915;47,739544550;;Markelfingen;
141713;RMAU;8,794151492;49,336348990;;Mauer (Heidelbg);
326371;RMAW;8,292109590;49,038864620;;Maximiliansau W;
326389;RMAX;8,307148390;49,036062220;;Maxau;
719930;RMBK;8,467824941;48,014376060;;Kirchdorf;
720235;RMBO;8,475912010;48,033754540;;Marbach Ost;
719948;RMBW;8,469118584;48,031292500;;Marbach West;
193581;RMCH;8,168418407;49,371901410;;Mußbach;
193623;RME;8,134598965;49,569178900;;Mertesheim;
140186;RMF;8,580026211;49,448368440;;N-Edingen/F-feld;
42408;RMFE;8,565639815;49,440525970;;M-Fr Südein/Ausf;
140178;RMFS;8,572227179;49,438209380;;Ma-Friedr Süd Hp;
140103;RMG;8,447511804;49,498208400;;Mannheim Hgbf;
145565;RMH;8,804390540;47,813589290;;Mühlhausen/Engen;
145623;RMHH;8,453920071;49,492618190;;Mannh Handelshf;
340299;RMHR;8,799190230;47,816999710;;Raiffeisen ZG;
140053;RMIH;;;;Mannh Indus-hf;
141721;RMK;8,812917956;49,320699660;;Meckesheim;
194209;RMKI;8,147008048;49,305141400;;Maikammer-Kirrw.;
140061;RMKL;8,503762212;49,501566110;;Mannh-Käfertal;
342246;NHZM;;;;Hellmitzheim;
225235;NI;10,255039250;49,696839440;;Iphofen;
222240;NIDF;11,234520470;49,620192110;;Igensdorf;
263988;NIL;12,638116590;48,884920520;;Ittling;
225151;NILL;10,382643980;49,479720050;;Illesheim;
260877;NIM;11,866676060;49,909631710;;Immenreuth;
225128;NIP;10,485629150;49,525395850;;Ipsheim;
261875;NIR;12,101440610;49,362729760;;Irrenlohe;
913409;NJB;11,036024094;49,452824323;;Nür Jansenbr;
225953;NJS;9,603764511;50,232803380;;Jossa;
220350;NK;11,320226010;50,239647080;;Kronach;
225466;NKA;9,768246541;49,962930920;;Karlstadt (Main);
222190;NKAL;11,140099090;49,558521630;;Kalchreuth;
